host_acceptance_rate,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,availability_30,availability_90,number_of_reviews,number_of_reviews_ltm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,reviews_per_month,facebook,reviews,selfie,government_id, Washer, Stove, Fire extinguisher, Dryer, Shampoo, Paid parking off premises, Dishes and silverware, First aid kit, Hot water, Shower gel, Free street parking, Air conditioning, Heating, Toaster, Host greets you, Luggage dropoff allowed, Smoke alarm, Pocket wifi, Dedicated workspace, Drying rack for clothing, Freezer, Room-darkening shades, Microwave, Iron, Wine glasses, Coffee maker, Bed linens, Hangers, Wifi, Essentials, Dining table, Ethernet connection, Lock on bedroom door, Cleaning products, Cooking basics, Cable TV, Bathtub, Refrigerator, Elevator, Paid parking on premises, Breakfast, Oven, Carbon monoxide alarm, Long term stays allowed, Hair dryer, Kitchen
0.91,3,true,true,Palacio,Centro,40.41088,-3.71041,Private room in rental unit,Private room,2,1,1,1,48,1,30,23,83,26,7,4.77,4.77,4.77,4.96,4.92,4.96,4.65,true,6,0.83,false,false,true,true,false,false,false,false,true,true,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,true,false,true,true,true,true,true,false,false,true,false,true,false,false,true,true,false,false,false,false,true,true,false
1,1,true,true,Aravaca,Moncloa - Aravaca,40.45855,-3.78251,Entire rental unit,Entire home/apt,4,1,2,2,120,2,1125,1,1,12,3,4.64,4.82,4.45,4.91,5,4.91,4.64,false,1,0.39,false,true,false,true,false,false,false,false,true,false,true,true,true,false,true,true,true,false,false,false,false,false,true,false,false,false,true,true,false,true,true,true,true,true,false,false,false,false,false,false,false,true,false,false,false,false,false,true,true,true
1,15,true,true,Quintana,Ciudad Lineal,40.43324,-3.65145,Entire rental unit,Entire home/apt,16,4,8,14,347,2,35,4,46,13,8,4.77,4.54,4.85,4.85,5,4.38,4.77,false,12,0.47,false,true,false,true,false,false,true,false,false,true,true,true,true,false,true,false,false,true,false,true,true,false,false,false,true,true,true,true,true,true,true,true,true,true,true,false,false,true,true,false,false,true,false,false,false,false,false,true,true,true
0.99,40,true,true,Palacio,Centro,40.41277,-3.71156,Entire rental unit,Entire home/apt,4,2,2,3,134,2,1125,0,0,59,26,4.29,4.44,4.37,4.51,4.4,4.86,4.5,false,39,1.89,false,true,false,true,false,true,false,false,true,false,true,false,true,true,false,true,true,false,false,false,false,false,false,false,false,false,true,false,false,true,true,true,true,true,false,false,false,false,true,false,false,true,false,false,false,true,false,true,true,true
1,11,true,true,San Diego,Puente de Vallecas,40.39299,-3.66846,Entire rental unit,Entire home/apt,4,1,1,2,79,2,1125,10,70,67,20,4.81,4.82,4.87,4.81,4.84,4.4,4.72,true,8,2.15,false,false,true,true,false,true,true,false,true,false,true,true,true,true,false,true,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false,false,false,true,false,true,true,true,false,false,false,false,true,true,true
0.84,2,true,true,Cortes,Centro,40.41927,-3.69913,Entire rental unit,Entire home/apt,6,3,3,6,289,2,1125,8,68,52,18,4.94,4.96,4.96,4.92,4.96,4.98,4.83,false,2,1.68,false,true,false,true,false,true,true,false,true,false,true,false,true,false,false,true,true,false,false,false,true,false,false,false,false,false,true,true,false,true,false,true,true,true,false,false,false,false,true,false,false,true,true,false,false,true,true,true,true,true
0.33,3,true,true,Rios Rosas,Chamberí,40.44373,-3.70381,Other,Hotel room,2,1,1,2,70,1,1125,0,0,26,0,4.15,4.38,4.85,4.62,4.38,4.62,4.19,true,2,0.83,false,false,true,true,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
1,56,true,true,Universidad,Centro,40.423344,-3.706719,Entire rental unit,Entire home/apt,4,1,1,2,75,1,1124,22,74,39,31,4.33,4.1,4.64,4.23,4.54,4.74,4.36,true,56,1.56,false,true,false,true,false,false,true,false,false,false,true,false,true,false,false,false,false,false,false,false,true,false,true,false,false,true,true,true,false,true,true,true,true,true,false,false,false,false,true,false,false,false,true,false,false,false,false,true,true,true
0.99,2,true,true,Horcajo,Moratalaz,40.40848,-3.62841,Entire rental unit,Entire home/apt,2,1,1,1,50,13,62,0,36,1,1,5,5,4,5,5,5,5,true,2,0.25,false,false,true,true,false,false,true,false,true,false,true,false,true,true,false,false,false,false,true,false,true,false,true,false,false,true,true,true,false,true,true,true,true,true,false,false,false,false,true,false,false,true,true,false,false,true,true,true,true,true
1,56,true,true,Universidad,Centro,40.423344,-3.706719,Entire rental unit,Entire home/apt,3,1,1,2,72,1,1124,23,63,22,14,3.77,3.73,3.77,4,4.23,4.5,3.77,true,56,0.75,false,true,false,true,false,false,true,false,false,false,true,false,true,false,false,false,false,false,false,false,true,false,true,false,false,true,true,true,false,true,true,true,true,true,false,false,false,false,true,false,false,false,true,false,false,false,false,true,true,true
1,1,true,true,Goya,Salamanca,40.42387,-3.67816,Entire rental unit,Entire home/apt,2,1,1,1,60,2,1125,7,49,60,56,4.68,4.52,4.8,4.78,4.7,4.95,4.65,true,1,4.62,false,true,false,false,false,false,true,false,true,false,true,true,true,false,false,true,true,false,false,false,false,false,true,false,false,false,true,false,false,true,false,false,true,true,false,false,false,false,true,false,false,true,true,false,true,false,false,true,true,true
1,2,true,false,Pinar del Rey,Hortaleza,40.47283,-3.63669,Other,Entire home/apt,3,1.5,2,2,75,3,15,0,46,36,10,4.89,4.94,4.83,4.86,5,4.86,4.89,true,2,1.16,true,true,false,false,true,false,true,false,true,false,true,false,true,true,true,true,true,false,false,true,false,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,false,true,true,true,false,true,true,false,false,true,true,false,true,true
1,56,true,true,Universidad,Centro,40.423344,-3.706719,Entire rental unit,Entire home/apt,2,1,1,1,73,1,1124,20,52,29,22,4.45,4.52,4.76,4.69,4.86,4.9,4.38,true,56,1,false,true,false,true,false,false,true,false,false,false,true,false,true,true,false,false,false,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false,true,true,false,false,false,true,false,false,false,false,true,true,true
1,4,true,true,Sol,Centro,40.41372,-3.70814,Entire rental unit,Entire home/apt,2,1,1,1,66,21,1125,3,37,13,5,5,5,5,5,5,4.92,4.92,true,4,0.44,false,true,false,true,false,true,true,false,true,false,true,false,true,false,false,true,true,false,true,false,false,false,true,false,false,false,true,true,false,false,false,true,true,true,false,false,false,false,true,false,false,true,false,true,false,false,false,true,true,true
0.57,8,true,true,Embajadores,Centro,40.41296,-3.70666,Private room in rental unit,Private room,1,1,1,1,18,15,1125,0,0,3,1,4.67,5,4.67,5,5,5,4.67,false,4,0.1,false,true,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,false,false,true,true,true,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,true
0,2,true,true,Alameda de Osuna,Barajas,40.45264,-3.5936,Entire rental unit,Entire home/apt,3,1,2,2,320,1,4,0,36,1,0,5,4,4,4,5,3,3,false,2,0.03,false,true,true,true,true,false,false,false,true,false,true,false,false,false,false,true,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,true,true,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,true,false
1,13,true,true,Justicia,Centro,40.42071,-3.69905,Entire rental unit,Entire home/apt,6,2.5,3,4,155,4,250,1,51,25,21,4.84,4.88,4.84,4.8,4.88,5,4.72,true,7,0.81,false,true,true,true,true,true,false,false,true,true,true,false,true,true,false,false,true,false,true,false,false,false,true,true,true,false,true,false,true,true,true,true,true,true,false,true,false,true,true,false,false,true,true,false,false,true,false,true,true,true
0.97,12,true,true,Universidad,Centro,40.42246,-3.70676,Entire rental unit,Entire home/apt,8,3,3,5,214,3,1125,9,51,33,13,4.94,4.97,4.85,4.97,4.97,5,4.82,true,11,1.14,false,true,false,false,true,true,true,true,true,true,true,false,true,false,false,true,true,true,false,true,false,false,true,true,true,false,true,true,true,true,true,true,true,true,true,false,false,false,true,true,false,true,true,false,false,true,false,true,true,true
1,1,true,true,Puerta del Angel,Latina,40.40921,-3.7367,Private room in residential home,Private room,6,3,3,5,149,2,14,0,0,26,5,4.77,4.73,4.96,4.88,4.96,4.73,4.58,true,1,0.85,false,false,false,true,true,false,false,false,true,false,true,false,true,false,true,true,true,false,true,true,false,false,true,false,false,true,true,true,false,true,true,true,true,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,true,false
1,56,true,true,Universidad,Centro,40.423344,-3.706719,Entire rental unit,Entire home/apt,2,1,1,1,74,1,1124,30,82,30,24,4.07,4.17,4.53,4.17,4.2,4.67,4,true,56,1.25,false,true,false,true,false,false,true,false,false,false,true,false,true,false,false,false,false,false,false,false,true,false,true,false,false,true,true,true,false,true,true,true,true,true,false,false,false,false,true,false,false,false,true,false,false,false,false,true,true,true
1,56,true,true,Universidad,Centro,40.423344,-3.706719,Entire rental unit,Entire home/apt,3,1,1,2,75,1,1125,30,82,29,13,4.48,4.45,4.72,4.55,4.72,4.86,4.48,true,56,1.16,false,true,false,true,false,false,true,false,false,false,true,false,true,false,false,false,false,false,false,false,true,false,true,false,false,true,true,true,false,true,true,true,true,true,false,false,false,false,true,false,false,false,true,false,false,false,false,true,true,true
1,56,true,true,Universidad,Centro,40.423344,-3.706719,Entire rental unit,Entire home/apt,4,1,1,2,66,1,1124,20,62,20,15,4.25,4.35,4.4,4.3,4.45,4.95,4.05,true,56,0.86,false,true,false,true,false,false,true,false,false,false,true,false,true,false,false,false,false,false,false,false,true,false,true,false,false,true,true,true,false,true,true,true,true,true,false,false,false,false,true,false,false,false,true,false,false,false,false,true,true,true
1,56,true,true,Universidad,Centro,40.423344,-3.706719,Entire rental unit,Entire home/apt,6,1,2,3,75,1,1124,8,60,43,29,4.3,4.49,4.58,4.6,4.65,4.98,4.35,true,56,1.8,false,true,false,true,false,false,true,false,false,false,true,false,true,false,false,false,false,false,false,false,true,false,true,false,false,true,true,true,false,true,true,true,true,true,false,false,false,false,true,false,false,false,true,false,false,false,false,true,true,true
1,1,true,false,Ventas,Ciudad Lineal,40.42701,-3.65783,Private room in rental unit,Private room,1,1,1,1,37,2,1125,0,0,8,4,5,4.88,4.88,4.88,4.88,4.75,4.88,false,1,0.3,false,false,false,false,true,true,true,false,true,false,true,true,true,true,true,true,true,false,false,true,true,true,true,true,false,true,true,true,false,true,true,true,true,true,false,false,true,false,true,false,false,true,true,false,false,true,false,true,true,true
1,56,true,true,Universidad,Centro,40.423344,-3.706719,Entire rental unit,Entire home/apt,4,1,1,2,59,1,1124,19,62,21,12,4.48,4.57,4.62,4.67,4.86,4.9,4.52,true,56,0.84,false,true,false,true,false,false,true,false,false,false,true,false,true,false,false,false,false,false,false,false,true,false,true,false,false,true,true,true,false,true,true,true,true,true,false,false,false,false,true,false,false,true,true,false,false,false,false,true,true,true
1,56,true,true,Universidad,Centro,40.423344,-3.706719,Entire rental unit,Entire home/apt,4,1,1,2,64,1,1124,22,74,48,26,4.43,4.57,4.66,4.66,4.77,4.89,4.55,true,56,1.63,false,true,false,true,true,true,true,false,false,true,true,false,true,false,false,true,true,false,false,false,true,false,true,false,false,true,true,true,false,true,true,true,true,true,false,false,false,false,true,false,false,true,true,false,false,true,false,true,true,true
0.33,4,true,true,Palacio,Centro,40.41777,-3.71279,Private room in rental unit,Private room,2,4,1,1,40,6,999,0,36,1,0,5,5,5,5,5,5,5,false,4,0.03,false,true,false,true,false,true,false,false,false,false,true,false,true,false,false,false,true,false,true,false,false,false,true,false,false,false,true,true,false,true,false,true,true,true,false,false,true,false,true,false,false,true,true,false,false,true,false,true,false,true
0.44,1,true,true,San Diego,Puente de Vallecas,40.39433,-3.66631,Private room in rental unit,Private room,2,1,1,1,35,1,1125,21,81,15,3,4.47,4.67,4.67,4.67,4.87,4.53,4.4,false,1,0.58,false,false,false,false,true,false,true,false,false,false,false,true,false,false,false,true,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,true
0,1,true,true,Embajadores,Centro,40.40973,-3.69843,Entire rental unit,Entire home/apt,4,1,1,1,90,2,1125,0,36,21,0,4.86,4.95,4.95,4.86,4.86,4.76,4.62,false,1,0.68,false,false,false,true,true,false,false,false,true,false,true,false,false,false,false,true,true,false,false,false,false,false,true,false,false,false,false,false,false,true,false,true,true,true,false,false,false,false,false,false,false,false,false,false,true,false,false,true,true,true
0.33,4,true,true,Palacio,Centro,40.41827,-3.71082,Private room in rental unit,Private room,1,4,1,1,40,6,999,0,36,2,0,4.5,4.5,4.5,4.5,3.5,5,3,false,4,0.07,false,true,false,true,false,true,false,false,false,false,true,false,true,false,true,false,true,false,true,false,false,false,true,false,false,false,true,true,false,true,false,true,true,true,false,false,true,false,true,false,false,true,true,false,false,true,false,true,false,true
1,2,true,true,Arcos,San Blas - Canillejas,40.42053,-3.62031,Private room in rental unit,Private room,2,1,1,1,75,2,1063,30,90,8,0,4.88,5,4.88,5,5,4.5,4.75,true,2,0.26,false,false,true,true,true,false,true,true,true,false,true,true,true,false,true,false,true,false,false,false,true,true,true,false,false,false,true,true,false,true,false,true,true,true,false,true,true,false,true,true,false,true,true,false,false,true,true,true,true,true
0.67,3,true,true,Universidad,Centro,40.42149,-3.70441,Entire rental unit,Entire home/apt,3,1,1,1,56,1,1120,11,71,11,9,4.82,4.55,4.91,5,5,5,4.64,false,5,0.35,true,true,false,true,true,true,false,false,false,true,true,false,true,false,false,true,true,false,false,false,false,false,true,false,false,false,false,false,false,true,true,true,true,true,false,true,false,false,true,false,false,true,false,true,false,false,false,true,true,true
1,2,true,true,Palacio,Centro,40.41542,-3.71143,Private room in rental unit,Private room,3,1,1,2,34,1,1125,1,42,185,86,4.91,4.94,4.95,4.97,4.96,4.97,4.89,true,2,5.93,false,true,true,true,false,false,true,false,true,true,true,false,true,true,true,true,true,true,true,true,true,false,true,false,false,false,true,true,false,true,true,true,true,true,false,false,true,false,false,true,false,true,true,false,true,false,true,true,true,false
0.97,17,true,true,Embajadores,Centro,40.40843,-3.70314,Entire rental unit,Entire home/apt,4,1,2,2,86,4,1125,7,32,22,3,4.5,4.77,4.68,5,4.55,4.5,4.36,true,18,0.75,false,true,false,true,false,true,false,false,false,false,true,false,true,false,false,true,true,false,false,false,false,false,true,false,false,false,true,true,false,true,false,true,true,true,false,false,false,false,true,false,false,true,false,false,false,false,false,true,true,true
0.56,13,true,true,Lista,Salamanca,40.42891,-3.67687,Private room in rental unit,Private room,1,2,1,1,22,75,1125,0,0,3,0,5,5,5,5,5,5,4.67,false,11,0.12,false,true,true,true,true,false,false,false,true,true,true,false,true,true,false,false,true,false,true,false,true,true,false,false,true,false,true,true,false,true,true,true,true,true,false,false,true,true,true,false,false,true,true,false,false,true,true,true,true,true
1,1,true,true,Cármenes,Latina,40.40852,-3.72276,Other,Entire home/apt,4,2,2,3,82,7,1125,0,9,47,6,4.79,4.89,4.6,4.87,4.83,4.81,4.68,true,1,1.53,false,false,false,false,true,true,false,false,true,false,true,false,true,false,true,true,true,false,false,false,false,false,false,false,false,false,true,true,false,true,true,true,true,true,false,false,false,false,true,false,false,true,true,false,false,true,false,true,true,true
0,1,true,true,Trafalgar,Chamberí,40.43116,-3.70101,Entire rental unit,Entire home/apt,2,1,1,1,500,2,1125,0,0,1,0,5,5,5,5,5,5,5,false,1,0.03,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
1,1,true,false,Valdemarín,Moncloa - Aravaca,40.47021,-3.77022,Entire rental unit,Entire home/apt,4,2,2,3,140,2,1125,0,0,2,0,5,5,5,5,5,5,5,false,1,0.06,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,true,false,false,false,true,false,true,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,true,false,true
0.84,4,true,true,Justicia,Centro,40.42181,-3.69783,Private room in rental unit,Private room,2,1,1,1,97,1,60,30,90,12,1,4.83,4.67,4.83,5,5,5,4.42,true,3,0.45,false,true,false,true,false,true,false,false,true,false,true,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,true,true,false,true,false,true,true,true,false,false,false,false,true,false,false,true,true,false,false,true,false,true,true,true
0.2,2,true,true,Timón,Barajas,40.47362,-3.588,Private room in rental unit,Private room,1,1,1,1,350,1,1125,30,90,96,0,4.83,4.87,4.8,4.91,4.96,4.92,4.82,false,2,3.12,false,false,true,true,false,true,false,false,true,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,true,true,false,true,false,false,true,true,false,false,false,false,false,false,false,true,true,false,false,true,false,true,true,false
0.33,1,true,false,Opañel,Carabanchel,40.38577,-3.72053,Entire rental unit,Entire home/apt,5,1,2,4,96,1,1125,3,61,19,0,4.79,4.84,4.95,4.89,4.95,4.68,4.84,false,2,0.61,false,false,false,false,true,true,true,false,true,false,true,true,true,true,true,true,true,false,false,false,true,false,true,false,false,true,true,true,false,true,true,true,true,true,false,false,false,false,true,false,false,true,false,false,false,true,false,true,true,true
0.99,11,true,true,Sol,Centro,40.41596,-3.70648,Entire rental unit,Entire home/apt,5,2,2,4,134,3,90,9,61,35,20,4.91,4.94,4.94,4.97,5,5,4.86,false,6,1.17,false,true,true,true,false,true,false,false,false,false,true,false,true,false,false,true,true,false,false,false,false,false,true,false,false,false,true,true,false,true,false,false,true,true,false,false,false,false,true,false,false,true,true,false,false,true,false,true,true,true
1,2,true,true,San Isidro,Carabanchel,40.39554,-3.72382,Entire rental unit,Entire home/apt,4,1,1,2,52,2,1125,3,61,78,21,4.71,4.76,4.78,4.91,4.91,4.72,4.65,true,2,2.54,false,false,false,false,false,false,false,false,true,false,true,true,true,false,true,true,true,false,false,false,true,true,true,false,false,true,true,true,false,true,true,true,true,true,false,false,false,false,true,false,false,true,false,false,false,false,true,true,true,true
1,2,true,true,Alameda de Osuna,Barajas,40.45845,-3.58875,Private room in rental unit,Private room,2,1,1,2,57,1,7,15,75,13,9,5,5,5,5,5,4.92,4.85,false,2,0.43,false,false,true,true,false,false,true,false,false,false,false,true,true,true,true,false,false,false,true,true,false,true,false,false,false,false,false,true,false,false,true,true,true,true,false,false,false,true,false,true,true,false,false,false,false,false,false,false,true,false
0.96,1,true,true,Embajadores,Centro,40.40802,-3.70322,Entire rental unit,Entire home/apt,8,2,4,4,168,3,1000,11,70,49,18,4.35,4.49,4.47,4.59,4.61,4.41,4.2,false,1,1.61,false,false,true,true,false,true,false,true,false,false,true,false,true,false,false,true,true,false,false,false,false,false,false,false,false,false,true,true,false,true,false,true,true,true,false,false,false,false,true,false,false,true,true,false,false,true,false,true,true,true
0.89,2,true,true,Castellana,Salamanca,40.43583,-3.6821,Private room in rental unit,Private room,2,1,1,1,80,1,20,0,27,4,1,5,5,5,5,5,5,5,false,2,0.13,false,true,true,true,true,false,false,true,true,false,false,true,true,false,false,true,true,false,false,false,false,false,true,false,false,false,false,true,false,false,true,true,true,true,false,false,false,false,false,false,false,false,true,false,true,false,false,false,true,true
0.57,3,true,true,Niño Jesús,Retiro,40.40982,-3.67497,Other,Entire home/apt,4,1,2,2,120,30,1125,0,0,4,1,5,5,5,5,5,5,5,false,2,0.15,false,true,false,true,true,true,true,true,true,true,true,false,true,true,false,true,true,true,false,false,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,false,false,true,true,false,false,true,false,true,true,true
1,2,true,false,Pinar del Rey,Hortaleza,40.47293,-3.63715,Private room in residential home,Private room,1,1,1,1,23,1,4,0,0,2,0,5,5,5,5,5,5,5,true,2,0.06,true,true,false,false,true,false,true,false,true,false,false,false,true,true,false,true,true,false,false,false,false,true,true,false,false,false,false,true,false,false,true,true,true,true,false,true,false,false,false,true,false,false,true,false,false,false,false,false,true,true
1,0,true,true,Embajadores,Centro,40.40952,-3.70693,Private room in rental unit,Private room,2,2,1,1,27,1,7,0,0,76,3,4.91,4.89,4.88,4.93,4.92,4.92,4.89,true,1,2.46,false,true,false,true,false,true,true,true,true,false,true,false,true,false,false,false,true,false,false,false,false,false,true,false,false,false,true,true,false,true,false,true,true,true,false,false,false,false,true,false,false,true,false,false,true,true,false,false,true,true
1,10,true,true,Rejas,San Blas - Canillejas,40.44288,-3.58168,Entire rental unit,Entire home/apt,4,1,1,2,54,1,40,16,60,110,43,4.76,4.85,4.85,4.92,4.92,4.83,4.68,true,1,3.55,false,false,false,false,true,true,true,false,true,false,true,false,true,true,true,true,true,true,false,false,true,false,true,true,false,true,true,true,true,true,true,true,true,true,true,false,false,true,true,false,true,true,true,false,false,true,false,true,true,true
1,2,true,false,Cuatro Vientos,Latina,40.37678,-3.78363,Private room in rental unit,Private room,1,1,1,1,60,2,10,30,90,1,0,5,5,5,5,5,4,5,true,2,0.03,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true
0.99,30,true,true,Numancia,Puente de Vallecas,40.39874,-3.66434,Other,Private room,2,1,1,1,22,1,7,6,54,67,21,4.09,4.21,4.64,4.67,4.52,3.7,4.06,true,22,2.19,false,true,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,true,true,true,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true,false
0.99,30,true,true,Numancia,Puente de Vallecas,40.39815,-3.66249,Private room in rental unit,Private room,2,1,1,1,25,1,7,11,65,159,17,4.42,4.59,4.69,4.84,4.72,4.19,4.4,true,22,5.15,false,true,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,true,true,true,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true,false
1,1,true,true,Jerónimos,Retiro,40.40874,-3.6889,Entire rental unit,Entire home/apt,6,3,3,3,427,2,1125,7,66,38,21,4.66,4.66,4.71,4.82,4.82,4.71,4.5,true,1,1.24,false,false,true,true,false,true,false,true,true,false,true,false,true,false,false,true,true,false,true,false,false,false,true,false,false,false,true,true,false,true,true,true,true,true,false,false,false,false,true,false,true,true,true,false,false,true,false,true,true,true
1,1,true,true,Embajadores,Centro,40.40764,-3.70335,Entire rental unit,Entire home/apt,5,1,3,3,135,1,1125,8,45,22,3,4.5,4.82,4.91,4.95,4.95,4.64,4.5,false,1,0.71,false,false,true,true,false,true,false,false,true,false,true,false,true,false,false,true,true,false,false,false,false,false,false,false,false,false,true,true,false,true,true,true,true,true,false,false,false,false,true,false,false,true,false,false,false,true,false,true,true,true
0.44,4,true,false,Ventas,Ciudad Lineal,40.42642,-3.6521,Entire rental unit,Entire home/apt,4,1.5,2,2,280,1,7,30,90,6,0,4.8,5,4.8,4.2,4.4,3.8,4.4,false,4,0.2,false,false,false,false,true,false,true,true,true,false,false,true,false,false,false,true,true,false,false,false,true,false,true,false,false,false,false,false,false,false,false,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true
1,2,true,true,Sol,Centro,40.41805,-3.70534,Entire rental unit,Entire home/apt,6,3,2,3,271,2,1125,20,69,20,0,4.8,5,4.95,4.9,5,5,4.95,true,2,0.66,false,true,true,true,false,true,true,true,true,false,true,false,true,false,false,true,true,false,false,false,false,false,true,false,false,false,true,true,false,true,false,true,true,true,false,false,false,false,true,false,false,true,true,false,false,true,false,true,true,true
0.82,3,true,true,Nueva España,Chamartín,40.46732,-3.68146,Other,Entire home/apt,2,1,1,1,50,3,1125,8,44,34,14,4.59,4.68,4.71,4.91,4.85,4.65,4.47,false,1,1.13,false,true,true,true,false,false,true,false,true,true,true,false,true,true,false,true,true,true,true,true,false,false,true,true,true,true,true,false,false,true,true,true,true,true,true,false,false,false,false,false,false,true,false,true,false,false,false,true,false,false
0.29,2,true,true,Imperial,Arganzuela,40.40626,-3.71269,Entire rental unit,Entire home/apt,2,1,1,1,108,4,1125,9,9,3,0,5,5,4.67,5,5,4.67,5,false,1,0.1,true,true,false,true,false,false,false,false,true,false,false,false,false,false,false,true,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,true
0.99,23,true,true,Embajadores,Centro,40.40925,-3.70068,Entire rental unit,Entire home/apt,4,1,2,3,66,4,1125,0,8,22,18,4.05,4.18,3.41,4.5,4.64,4.77,4.09,true,5,1,false,true,true,true,true,false,false,false,false,false,true,false,false,true,false,true,true,false,false,false,false,false,false,false,false,false,true,true,false,true,true,true,true,true,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,true
1,2,true,false,San Diego,Puente de Vallecas,40.39434,-3.66951,Private room in rental unit,Private room,1,1,1,1,18,7,1125,12,72,23,7,4.61,4.57,4.65,4.7,4.48,4.52,4.48,true,3,0.74,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,false
1,12,true,true,Sol,Centro,40.41618,-3.70423,Entire rental unit,Entire home/apt,4,1,1,2,96,1,1125,7,66,171,65,4.74,4.84,4.79,4.88,4.89,4.89,4.69,true,13,5.58,false,true,false,true,false,false,true,false,false,false,true,true,true,true,false,true,true,true,false,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false,true,true,true,false,true,true,false,false,false,true,true,true,true
1,8,true,true,Justicia,Centro,40.42,-3.6974,Entire rental unit,Entire home/apt,2,1,1,1,94,25,1125,0,0,8,0,4.75,4.75,5,5,5,4.88,4.88,true,9,0.26,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,true,true,false,false,false,false,false,true,false,false,false,false,false,false,false,true,true,true,true,false,false,false,false,false,false,false,true,true,false,false,true,false,true,true,true
0.44,4,true,false,Ventas,Ciudad Lineal,40.42486,-3.65302,Private room in rental unit,Private room,2,1,1,1,55,1,25,7,67,14,0,4.92,4.77,4.69,4.92,4.92,4.38,4.54,false,4,0.51,false,false,false,false,true,true,true,false,true,false,false,true,false,false,false,true,true,false,false,false,false,false,true,false,false,false,false,false,false,true,false,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true
0.44,4,true,false,Ventas,Ciudad Lineal,40.42508,-3.65379,Private room in rental unit,Private room,1,1,1,1,53,1,15,29,89,15,2,4.87,5,5,4.93,4.87,4.67,4.87,false,4,0.55,false,false,false,false,true,false,true,false,true,false,false,true,false,false,false,true,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true
1,4,true,true,Sol,Centro,40.41576,-3.70213,Entire rental unit,Entire home/apt,6,1,2,2,99,2,1125,3,58,25,19,4.72,4.84,4.68,5,5,5,4.64,true,4,0.92,false,false,true,true,true,false,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,true,true,true
